,name,eco_score,packaging,brand,categories,labels,manufacturing,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,markets,additives,allergens,nova_score,generic_name,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,traceability_code,link,palm_ingredients,bar_code
1415,Moulage au Chocolat au lait - Jacques Bockel,,,['Jacques Bockel'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat']",,,['France'],"['sucre', 'pâte de cacao', 'beurre de cacao', 'poudre de LAIT entier', 'poudre de LAIT écrémé', 'émulsifiant: lécithine de SOJA', 'vanille arômes naturels', 'colorants naturels ', 'selon couleur', ' CEE : E160c', 'E161b', 'E141i', 'E120', 'colorant CEE: E132']","['Non végétalien', 'Non végétarien']",?,,554,+0%,"42,8",+26%,"40,1",-25%,"10,3",+55%,,,,,,,,,,"['E322i - Lécithine', 'E160c - Extrait de paprika', 'E161b - Lutéine', 'E141i - Complexes cuivriques de chlorophylles', 'E120 - Acide carminique', ""E132 - Indigotine carmin d'indigo""]","['Lait', 'Soja']",4,,42.8 g,en quantité élevée,22 g,en quantité élevée,36.7 g,en quantité élevée,0.0024 g,en faible quantité,2318 kj(554 kcal),+0%,22,+4%,"36,7",-30%,"0,002",-99%,"0,001",-99%,20,-24%,E,-24%,,,,,2010023410012
1416,Sprinkle milk chocolate discs,,,,,,,['France'],[],[],?,,481,,19,,"71,7",,5,,,,,,,,,,,,,,,,,,,,,,,2013 kj(481 kcal),,12,,"64,7",,"0,1",,"0,04",,,,,,,,,,2010025199991
1417,"Mimosa - Vanille praliné - 1000ml, 503g",C,"['Carton', 'Boite', 'Sachet', 'Plastique', 'surgelé']","['Mimosa', 'Ysco']","['Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Desserts glacés', 'Gâteaux', 'Bûches de Noël', 'Bûches glacées']",,['Belgique'],['France'],"['Lactosérum en poudre ', 'lait', 'protéines de lait', 'lait écrémé', 'eau', 'sirop de glucose-fructose', 'graisse de noix de coco', 'sucre', 'émulsifiant ', 'E471', '0,3% pâte de noisette', 'pâte de cacao', 'stabilisants ', 'E410', 'E412', 'colorants ', 'E150c', 'E160a ', 'ii', 'arôme artificiel', 'poudre de cacao maigre', 'graisse butyrique ', 'lait', 'poudre de lait entier', 'arôme naturel de vanille']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",?,,93,-54%,"4,2",-48%,"12,4",-57%,"1,3",-44%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,"1000 ml, 503 g",['Leader Price'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E160aii - Carotènes végétaux']","['Lait', 'Fruits à coque']",4,Crème glacée sous format bûche arômes vanille et praliné,4.2 g,en quantité modérée,3.7 g,en quantité modérée,12.3 g,en quantité modérée,0.03 g,en faible quantité,389 kj(93 kcal),-53%,"3,7",-32%,"12,3",-50%,"0,03",-76%,"0,012",-76%,6,-47%,C,-47%,['Belgique'],['15410651001868'],,,2010035500603
1418,Chocolat,,,,,,,['France'],[],[],?,,554,,"36,7",,"42,8",,"10,3",,,,,,,,,,,,,,,,,,,,,,,2318 kj(554 kcal),,22,,41,,"0,002",,"0,001",,,,,,,,,,2010037780019
1419,Chocolat bokel,,,,,,,['France'],[],[],?,,569,,41,,39,,11,,,,,,,,,,,,,,,,,,,,,,,2381 kj(569 kcal),,19,,35,,"0,22",,"0,088",,,,,,,,,,2010038020015
1420,Mouton debout,,,,,,,['France'],[],[],?,,554,,"36,7",,"42,8",,"10,3",,,,,,,,,,,,,,,,,,,,,,,2318 kj(554 kcal),,22,,41,,"0,24",,"0,096",,,,,,,,,,2010039070019
1421,Chocolait au lait - Petits Carreaux de Paris,E,,['Petits Carreaux de Paris'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats au caramel', 'Chocolats au lait au caramel']","['en:gluten-free', 'en:palm-oil-free']",,['France'],[],['Sans huile de palme'],?,,558,+2%,"34,7",+3%,"54,4",+1%,"6,6",0%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,34.7 g,en quantité élevée,21.3 g,en quantité élevée,53.7 g,en quantité élevée,10.4 g,en quantité élevée,2335 kj(558 kcal),+2%,"21,3",+4%,"53,7",+5%,"10,4",+2526%,"4,16",+2526%,36,+34%,E,+34%,,,,,2010041830014
1422,Chocolat au lait pur Côte d’Ivoire - Petits carreaux de paris,E,,['Petits carreaux de paris'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']","['Sans gluten', 'Sans huile de palme']",,['France'],"['sucre', 'beurre de cacao', 'poudre de LAIT entier', 'pâte de cacao', 'émulsifiant: lécithine de SOJA ', 'E322', 'arôme naturel de vanille', 'peut contenir des traces de FRUITS À COQUES', ' Allergènes présents : LAIT', 'SOJA Sans alcool', 'sans gluten', 'sans huile de palme']",['Non végétalien'],?,,563,+2%,"36,2",+5%,"50,7",-2%,"7,1",-1%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,"['E322i - Lécithine', 'E322 - Lécithines']","['Lait', 'Soja']",4,,36.2 g,en quantité élevée,21.8 g,en quantité élevée,49.8 g,en quantité élevée,0.8 g,en quantité modérée,2356 kj(563 kcal),+2%,"21,8",+11%,"49,8",+2%,"0,8",+243%,"0,32",+243%,28,+10%,E,+10%,,,,,2010041860011
1423,chocolat noir au riz souflet,,,,,"['en:gluten-free', 'en:palm-oil-free']",,['France'],[],['Sans huile de palme'],?,,580,,"41,2",,"32,8",,"7,5",,,,,,,,,,,,,,,,,,,,,,,2427 kj(580 kcal),,"41,2",,"28,6",,"0,004",,"0,002",,,,,,,,,,2010047820019
1424,Mélange pour coktail - Mojito,,,,,['Produits faisant référence au Mojito'],,['France'],[],[],?,,300,,"0,1",,73,,1,,,,,,,,,,,,,,,,,,,,,,,1255 kj(300 kcal),,0,,73,,"0,08",,"0,032",,,,,,,,,,2010050204462
1425,Chocolats Bockel,,,,,,,['France'],[],[],?,,531,,"33,9",,45,,"8,8",,,,,,,,,,,,,,,,,,,,,,,2222 kj(531 kcal),,"15,4",,"40,3",,"1,6",,"0,64",,,,,,,,,,2010050650016
1426,Chocolat lettre - Hema,E,,['Hema'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,,['France'],"['Sucre', 'pâte de cacao', 'beurre de cacao', 'POUDRE DE LAIT ENTIER', 'émulsifiant : LÉCITHINE DE SOJA', 'arôme naturel de vanille']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,,532,-4%,"30,5",-12%,57,+10%,"5,8",-19%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,['Hema'],['E322i - Lécithine'],"['Lait', 'Soja']",4,Chocolat au lait,30.5 g,en quantité élevée,18.3 g,en quantité élevée,55.6 g,en quantité élevée,0.15 g,en faible quantité,2226 kj(532 kcal),-4%,"18,3",-7%,"55,6",+13%,"0,15",-36%,"0,06",-36%,23,-10%,E,-10%,,,,,2010081599995
1427,Chocolat au lait-lettres,,,,,,,['France'],[],[],?,,532,,"30,5",,57,,"5,8",,,,,,,,,,,,,,,,,,,,,,,2226 kj(532 kcal),,"18,3",,"55,6",,"0,15",,"0,06",,,,,,,,,,2010081799999
1428,Lettre en chocolat au lait - HEMA - 160g,D,['Carton'],['HEMA'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']","['Agriculture durable', 'en:UTZ Certified', '100% naturel', 'en:utz-certified-cacao']",,['France'],"['sucre', 'beurre de cacao', 'pâte de cacao', 'poudre de lait entier', 'émulsifiant : lécithine de soja', 'arôme']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",2229,-2%,?,,"30,6",-11%,"57,5",+11%,"5,7",-21%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,160 g,['Hema'],['E322i - Lécithine'],"['Lait', 'Soja']",4,,30.6 g,en quantité élevée,19.3 g,en quantité élevée,55.9 g,en quantité élevée,0.14 g,en faible quantité,2229 kj(533 kcal),-4%,"19,3",-2%,"55,9",+14%,"0,14",-40%,"0,056",-40%,24,-6%,E,-6%,,,http://www.hema.nl,,2010081899996
1429,Lettre en chocolat - Hema,,,['Hema'],,,,['France'],[],[],?,,532,,"30,5",,57,,"5,8",,,,,,,,,,,,,,,,,,,,,,,2226 kj(532 kcal),,"18,3",,"55,6",,"0,15",,"0,06",,,,,,,,,,2010082099999
1430,Chocolat au lait - Hema,,,['Hema'],,,,['France'],[],[],?,,532,,"30,5",,57,,"5,8",,,,,,,,,,,,,,,,,,,,,,,2226 kj(532 kcal),,"18,3",,"55,6",,"0,2",,"0,08",,,,,,,,,,2010082399990
1431,Chocolat au lait - Hema,E,,['Hema'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']","['Agriculture durable', 'Point Vert', 'en:UTZ Certified']",,['France'],"['sucre', 'pâte de cacao', 'beurre de cacao', 'POUDRE DE LAIT ENTIER', 'émulsifiant LÉCITHINE DE SOJA', 'arôme naturel de vanille', 'Peut contenir: GLUTEN', 'BLÉ', 'FRUITS À COQUE', 'Teneur en cacao du chocolat au lait au moins 34%']",['Non végétalien'],?,,532,-4%,"30,5",-12%,57,+10%,"5,8",-19%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,['Hema'],,"['Gluten', 'Lait', 'Soja']",4,,30.5 g,en quantité élevée,18.3 g,en quantité élevée,55.6 g,en quantité élevée,0.15 g,en faible quantité,2226 kj(532 kcal),-4%,"18,3",-7%,"55,6",+13%,"0,15",-36%,"0,06",-36%,23,-10%,E,-10%,,,,,2010082599994
1432,Chocolat au lait,,,,,"['Agriculture durable', 'en:UTZ Certified']",,['France'],[],[],?,,532,,"30,5",,57,,"5,8",,,,,,,,,,,,,,,,,,,,,,,2226 kj(532 kcal),,"18,3",,"55,6",,"0,15",,"0,06",,,,,,,,,,2010082699991
1433,Chocolat au lait - HEMA,,,['HEMA'],,,,['France'],"['sucre', 'pâte de cacao', 'beurre de cacao', 'POUDRE DE LAIT ENTIER', 'émulsifiant LÉCITHINE DE SOJA', 'arôme naturel de vanille', ' Peut contenir : GLUTEN', 'BLÉ', 'FRUITS À COQUE', ' Teneur en cacao du chocolat au lait au moins 34%']",['Non végétalien'],?,,532,,"30,5",,57,,"5,8",,,,,,,,,,['Hema'],,"['Gluten', 'Lait', 'Soja']",4,,,,,,,,,,2226 kj(532 kcal),,"18,3",,"55,6",,"0,15",,"0,06",,,,,,,,,,2010082799998
1434,Chocolat au lait - Hema,E,,['Hema'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']","['Agriculture durable', 'Pur beurre de cacao', 'en:UTZ Certified']",,['France'],"['Sucre', 'pâte de cacao', 'beurre de cacao', 'POUDRE DE LAIT ENTIER', 'émulsifiant LÉCITHINE DE SOJA', 'arôme naturel de vanille']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,,532,-4%,"30,5",-12%,57,+10%,"5,8",-19%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,['Hema'],,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,,30.5 g,en quantité élevée,18.3 g,en quantité élevée,55.6 g,en quantité élevée,0.15 g,en faible quantité,2226 kj(532 kcal),-4%,"18,3",-7%,"55,6",+13%,"0,15",-36%,"0,06",-36%,23,-10%,E,-10%,,,,,2010082899995
1435,N chocolat - Hema,,,['Hema'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']","['Agriculture durable', 'en:UTZ Certified']",,['France'],"['SUCre', 'pâte de cacao', 'beurre de cacao', 'POUDRE DE LAIT ENTIER', 'émulsifiant LÉCITHINE DE SOJA', 'arôme naturel de vanille', ' Peut contenir: GLUTEN', 'BLÉ', 'FRUITS À COQUE', ' Teneur en cacao du chocolat au lait au moins 34%']",['Non végétalien'],?,,532,-4%,"30,5",-16%,57,+24%,"5,8",-20%,,,,,,,,,['Hema'],,"['Gluten', 'Lait', 'Soja']",4,,30.5 g,en quantité élevée,18.3 g,en quantité élevée,55.6 g,en quantité élevée,0.15 g,en faible quantité,2226 kj(532 kcal),-3%,"18,3",-13%,"55,6",+35%,"0,15",+8%,"0,06",+8%,23,-2%,E,-2%,,,,,2010082999992
1436,Chocolat au lait - Hema,,,['Hema'],,,,['France'],[],[],?,,532,,"30,5",,57,,"5,8",,,,,,,,,,,,,,,,,,,,,,,2226 kj(532 kcal),,"18,3",,"55,6",,"0,15",,"0,06",,,,,,,,,,2010083099998
1437,Lettre en chocolat -,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Lettre en chocolat']","['Agriculture durable', 'en:UTZ Certified']",,['France'],[],[],?,,532,-4%,"30,5",-11%,57,+6%,"5,8",-13%,,,,,,,,,,,,,,30.5 g,en quantité élevée,18.3 g,en quantité élevée,55.6 g,en quantité élevée,0.15 g,en faible quantité,2226 kj(532 kcal),-4%,"18,3",-13%,"55,6",+7%,"0,15",-23%,"0,06",-23%,26,-1%,E,-1%,,,,,2010083199995
1438,Chocolat au lait,,,,,,,['France'],[],[],?,,532,,"18,3",,57,,"5,8",,,,,,,,,,,,,,,,,,,,,,,2226 kj(532 kcal),,"18,3",,"55,6",,"0,15",,"0,06",,,,,,,,,,2010083499996
1439,Chocolat au lait - HEMA - 160g,E,,['HEMA'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']","['Agriculture durable', 'en:UTZ Certified']",,['France'],"['sucre', 'pâte de cacao', 'beurre de cacao', 'POUDRE DE LAIT ENTIER', 'émulsifiant LÉCITHINE DE SOJA', 'arôme naturel de vanille', ' Peut contenir: GLUTEN', 'BLÉ', 'FRUITS À COQUE', ' Teneur en cacao du chocolat au lait au moins 34%']",['Non végétalien'],?,,532,-4%,"30,5",-12%,57,+10%,"5,8",-19%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,160 g,['Hema'],,"['Gluten', 'Lait', 'Soja']",4,,30.5 g,en quantité élevée,18.3 g,en quantité élevée,55.6 g,en quantité élevée,0.15 g,en faible quantité,2226 kj(532 kcal),-4%,"18,3",-7%,"55,6",+13%,"0,15",-36%,"0,06",-36%,23,-10%,E,-10%,,,,,2010083599993
1440,Lettre en chocolat - Hema,,,['Hema'],,,,['France'],"['sucre', 'pâte de cacao', 'beurre de cacao', 'POUDRE DE LAIT ENTIER', 'émulsifiant LÉCITHINE DE SOJA', 'arôme naturel de vanille', ' Peut contenir: GLUTEN', 'BLÉ', 'FRUITS À COQUE Teneur en cacao du chocolat au lait au moins 34%']",['Non végétalien'],?,,532,,"30,5",,57,,"5,8",,,,,,,,,,['Hema'],,"['Gluten', 'Lait', 'Soja']",4,,,,,,,,,,2226 kj(532 kcal),,"18,3",,"55,6",,"0,15",,"0,06",,,,,,,,,,2010083799997
1441,Chocolat lettre noir - Hema,,,['Hema'],,"['Agriculture durable', 'en:UTZ Certified']",,['France'],"['sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant LÉCITHINE DE SOJA', 'arôme naturel de vanille', ' Peut contenir GLUTEN', 'BLÉ', 'LAIT', 'FRUITS À COQUE', ' Teneur en cacao du chocolat noir au moins 48%']",[],?,,521,,"30,4",,"53,3",,"4,7",,,,,,,,,,['Hema'],,"['Gluten', 'Lait', 'Soja']",4,,,,,,,,,,2180 kj(521 kcal),,"18,3",,51,,"0,01",,"0,004",,,,,,,,,,2010083999991
1442,Lettre en chocolat,,,,,,,['France'],[],[],?,,521,,"30,4",,"53,3",,"4,7",,,,,,,,,,,,,,,,,,,,,,,2180 kj(521 kcal),,"18,3",,51,,"0,01",,"0,004",,,,,,,,,,2010084799996
1443,Le Bonbon - Little Extra,E,,['Little Extra'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,['France'],"['sirop de glucose', 'sucre', ' eau', ' amidon modifié', ' gélatine', 'acidifiant ', 'E330', ' E331 huile de agent d!enrobage ', 'cire de carnauba', 'colorants ', 'E120 E141 E153', ' Valeur nutritionelle pour 100 gr: energie: 1445 kJ -']","['Non végétalien', 'Non végétarien']",?,,340,-4%,"0,1",-95%,"80,1",-4%,"4,8",+126%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,"['E330 - Acide citrique', 'E903 - Cire de carnauba', 'E120 - Acide carminique', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines']",,4,,0.1 g,en faible quantité,0.1 g,en faible quantité,53.2 g,en quantité élevée,0.13 g,en faible quantité,1423 kj(340 kcal),-5%,"0,1",-91%,"53,2",-8%,"0,13",+7%,"0,052",+7%,14,-3%,D,-3%,,,,,2010085108001
1444,Le velour de caramel,,,,,"['Point Vert', 'Fabriqué en France']",,['France'],[],[],?,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,0,,0,,,,,,,,,,,,,,2010085108063
1445,Pour Voir la Vie en Rose - Little Extra,E,"['Bocal', 'Plastique']",['Little Extra'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,['France'],"['Sucre', 'sirop de glucose-fructose', 'eau', 'gélatine', 'arômes', 'colorant : E120', 'acidifiant : E330', 'amidon de maïs']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,380,+7%,"0,1",-95%,"92,5",+11%,"2,5",+18%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,"['E428 - Gélatine', 'E120 - Acide carminique', 'E330 - Acide citrique']",,4,,0.1 g,en faible quantité,0.05 g,en faible quantité,75.5 g,en quantité élevée,0.098 g,en faible quantité,1590 kj(380 kcal),+6%,"0,05",-95%,"75,5",+30%,"0,098",-19%,"0,039",-19%,14,-3%,D,-3%,,,,,2010085108872
1446,Guimauve arc-en-ciel,,,,,,,['France'],[],[],?,,324,,0,,76,,5,,,,,,,,,,,,,,,,,,,,,,,1356 kj(324 kcal),,0,,66,,"0,1",,"0,04",,,,,,,,,,2010085108889
1447,Guimauve,,,,,,,['France'],[],[],?,,341,,0,,81,,"4,2",,,,,,,,,,,,,,,,,,,,,,,1427 kj(341 kcal),,0,,73,,"0,03",,"0,012",,,,,,,,,,2010085108896
1448,Bonbons coeurs bicolores - Little Extras - 430g,,['Bocal en plastique'],['Little Extras'],"['Snacks', 'Snacks sucrés', 'Confiseries']",,,['France'],"['Sucre', 'sirop de glucose', 'eau', 'gélatine', 'acidifiants', ' E330 et E 334', 'arôme', 'colorants ', 'E120 et E161b']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",312,-83%,?,,0,-100%,"71,8",+8%,"6,1",+45%,,,,,,,,430 g,['Little Extra'],"['E428 - Gélatine', 'E330 - Acide citrique', 'E334 - Acide L-tartrique', 'E120 - Acide carminique', 'E161b - Lutéine']",,4,Bonbons,0 g,en faible quantité,0 g,en faible quantité,71.8 g,en quantité élevée,0.021 g,en faible quantité,312 kj(75 kcal),-82%,0,-100%,"71,8",+45%,"0,021",-86%,"0,008",-86%,7,-62%,C,-62%,,,,,2010085108933
1449,Thé a la rose,,,,,['Fabriqué en France'],,['France'],[],[],?,,1,,"0,9",,"0,4",,"0,5",,,,,,,,,,,,,,,,,,,,,,,4 kj(1 kcal),,"0,9",,"0,3",,"0,1",,"0,04",,,,,,,,,,2010085110196
1450,Sucette au chocolat,,,,,,,['France'],[],[],?,,537,,"31,1",,"58,1",,"6,1",,,,,,,,,,,,,,,,,,,,,,,2247 kj(537 kcal),,"19,1",,"54,7",,"0,19",,"0,076",,,,,,,,,,2010085110806
1451,Little extea,,,,,,,['France'],[],[],?,,537,,"31,2",,"57,9",,"6,1",,,,,,,,,,,,,,,,,,,,,,,2247 kj(537 kcal),,"19,1",,"54,5",,"0,19",,"0,076",,,,,,,,,,2010085110813
1452,Cœur en Chocolat au Lait + Cœur praliné -,E,"['Sachet', 'Plastique', 'Tissu']",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Chocolats', 'Chocolats au lait']",,,['France'],"['Sucre', 'poudre de lait entier', 'beurre de cacao', 'pâte de cacao', 'noisettes', 'poudre de lait écrémé', 'lactose', 'cacao maigre en poudre', 'arôme naturel de vanille', 'vanille naturelle', 'émulsifiant : lécithine de soja']",['Non végétalien'],?,,554,+0%,"34,9",+1%,"51,8",-0%,"7,3",+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,['E322i - Lécithine'],"['Lait', 'Fruits à coque', 'Soja']",4,,34.9 g,en quantité élevée,17.9 g,en quantité élevée,50.3 g,en quantité élevée,0.15 g,en faible quantité,2318 kj(554 kcal),+0%,"17,9",-9%,"50,3",+3%,"0,15",-36%,"0,06",-36%,26,+2%,E,+2%,,,,,2010085111964
1453,Sel au piment d'Espelette,,,,,,,['France'],[],[],?,,7,,"0,1",,"1,7",,"0,4",,,,,,,,,,,,,,,,,,,,,,,29 kj(7 kcal),,"0,1",,"0,9",,"37,841",,"15,136",,,,,,,,,,2010085200101
1454,La moutarde,B,,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['Fabriqué en France'],,['France'],[],[],?,,234,+38%,"20,5",+90%,"9,7",+41%,8,+22%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,20.5 g,en quantité élevée,1.6 g,en quantité modérée,1.7 g,en faible quantité,2 g,en quantité élevée,979 kj(234 kcal),+38%,"1,6",+95%,"1,7",-56%,2,-58%,"0,8",-58%,11,-5%,D,-5%,,,,,2010085201160
1455,Sel doré,,,,,,,['France'],[],[],?,,0,,"0,1",,"0,1",,"0,1",,,,,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,0,,"0,1",,"38,5",,"15,4",,,,,,,,,,2010085202594
1456,Vinaigre balsamique saveur truffe noir,,,,,['Fabriqué en France'],,['France'],[],[],?,,129,,"0,1",,"27,9",,1,,,,,,,,,,,,,,,,,,,,,,,540 kj(129 kcal),,0,,"23,3",,"0,002",,"0,001",,,,,,,,,,2010085204413
1457,Le vinaigre - Little Extra,,,['Little Extra'],,['Fabriqué en France'],,['France'],"['Vinaigre de cidre', 'pulpe de framboise 15,8%', 'sirop ', 'sucre', 'naturel', 'colorant : E120', 'épaississant : E415']","['Non végétalien', 'Non végétarien']",?,,35,,"0,2",,"5,7",,"0,5",,,,,,,,,,,"['E120 - Acide carminique', 'E415 - Gomme xanthane']",,4,,,,,,,,,,146 kj(35 kcal),,"0,1",,4,,"8,1",,"3,24",,,,,,,,,,2010085204444
1458,Chocolat noir - Hema,,,['Hema'],,['Sans additifs'],,['France'],"['sucre', 'pote de cocoo', 'beurre Oc cacao', 'LÉCITHINE DE SOJA', 'naturel de vanille', 'Peut contenir GLUTEN', 'BLÉ', 'LAIT', 'FRUITS À COQUE - en chocolat noir ou moins 4870,']",[],?,,521,,"30,4",,"53,3",,"4,7",,,,,,,,,,['Hema'],['E322i - Lécithine'],"['Gluten', 'Lait', 'Soja']",,,,,,,,,,,2180 kj(521 kcal),,"18,3",,51,,"0,01",,"0,004",,,,,,,,,,2010085699998
1459,Lettre en chocolat - Hema,,,['Hema'],,"['Agriculture durable', 'en:UTZ Certified']",,['France'],"['sucre', 'pâte de cacao', 'beurre de cacao', 'POUDRE DE LAIT ENTIER', 'NOISETTE', 'émulsifiant LÉCITHINE DE SOJA', 'arôme naturel de vanille', ' Peut contenir?', ' autres FRUITS À COQUE', 'GLUTEN', 'BLÉ', ' Teneur en cacao du chocolat au lait au moins 34%']",['Non végétalien'],?,,549,,"33,6",,53,,"6,7",,,,,,,,,,['Hema'],,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,,,,,,,,,,2297 kj(549 kcal),,"16,9",,"50,5",,"0,14",,"0,056",,,,,,,,,,2010086299999
1460,Lettre chocolat au lait aux noisettes - Hema,,,['Hema'],,"['Agriculture durable', 'en:UTZ Certified']",,['France'],"['sucre', 'pâte de cacao', 'beurre de cacao', 'POUDRE DE LAIT ENTIER', 'NOISETTE', 'émulsifiant LÉCITHINE DE SOJA', 'arôme naturel de vanille', ' Peut contenir: autres FRUITS À COQUE GLUTEN', 'BLÉ', ' Teneur en cacao du chocolat au lait au moins 34%']",['Non végétalien'],?,,549,,"33,6",,53,,"6,7",,,,,,,,,,['Hema'],,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,,,,,,,,,,2297 kj(549 kcal),,"16,9",,"50,5",,"0,14",,"0,056",,,,,,,,,,2010086499993
1461,Lettre E en chocolat - Hema,,,['Hema'],,,,['France'],[],[],?,,549,,"33,6",,53,,"6,7",,,,,,,,,,,,,,,,,,,,,,,2297 kj(549 kcal),,"16,9",,"50,5",,"0,14",,"0,056",,,,,,,,,,2010086699997
1462,Chocolat aux noisettes Hema,,,['Hema'],,,,['France'],"['sucre', 'pâte de cacao', 'beurre de cacao', 'POUDRE DE LAIT ENTIER', 'NOISETTE', 'émulsifiant LÉCITHINE DE SOJA', 'arôme naturel de vanille', ' Peut contenir: autres FRUITS À COQUE', 'GLUTEN', 'BLÉ', ' Teneur en cacao du chocolat au lait au moins 34%']",['Non végétalien'],?,,549,,"33,6",,53,,"6,7",,,,,,,,,,['Hema'],,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,,,,,,,,,,2297 kj(549 kcal),,"16,9",,"50,5",,"0,14",,"0,056",,,,,,,,,,2010086899991
1463,Chocolat au Lait Noisette 10% - Hema - 160g,D,"['Carton', 'Tablette']",['Hema'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux noisettes', 'Chocolats au lait aux noisettes']","['Agriculture durable', 'en:UTZ Certified', 'Point Vert', 'Sans additifs artificiels', 'en:utz-certified-cacao']",,['France'],"['Sucre', 'pâte de cacao', 'beurre de cacao', 'poudre de LAIT entier', 'NOISETTE', 'émulsifiant : lécithine de SOJA', 'arôme naturel de vanille']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,,549,-4%,"33,6",-12%,53,+14%,"6,7",-20%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,160 g,['Hema'],['E322i - Lécithine'],"['Lait', 'Fruits à coque', 'Soja']",4,,33.6 g,en quantité élevée,16.9 g,en quantité élevée,50.5 g,en quantité élevée,0.14 g,en faible quantité,2297 kj(549 kcal),-3%,"16,9",-3%,"50,5",+15%,"0,14",-26%,"0,056",-26%,23,-6%,E,-6%,,,,,2010086999998
